DX,MES
107.25,3976.0
107.26,3973.75
107.255,3976.25
107.245,3973.0
107.24,3972.25
107.23,3971.75
107.24,3973.25
107.25,3974.0
107.25,3971.75
107.26,3973.0
107.245,3971.5
107.27,3971.5
107.27,3972.0
107.265,3964.75
107.245,3967.0
107.245,3967.0
107.235,3962.0
107.235,3963.25
107.215,3962.75
107.235,3962.25
107.235,3965.75
107.25,3965.75
107.24,3967.5
107.255,3960.75
107.25,3975.75
107.25,3982.0
107.235,3982.0
107.245,3985.25
107.26,3983.75
107.275,3979.5
107.295,3983.75
107.3,3984.75
107.295,3984.5
107.28,3981.5
107.31,3986.75
107.305,3986.75
107.29,3987.25
107.285,3989.0
107.295,3994.5
107.33,3987.0
107.345,3988.5
107.39,3988.75
107.385,3991.5
107.375,3985.25
107.375,3984.5
107.36,3981.5
107.365,3979.25
107.36,3979.25
107.375,3978.25
107.395,3983.0
107.4,3987.0
107.445,3989.5
107.445,3986.5
107.425,3985.0
107.415,3986.0
107.45,3983.5
107.44,3984.75
107.445,3985.25
107.435,3983.0
107.45,3988.25
107.465,3992.25
107.475,3995.0
107.45,3999.5
107.445,4003.0
107.5,4000.25
107.44,3997.0
107.46,3996.0
107.455,3993.0
107.43,3992.75
107.425,3993.5
107.405,3996.0
107.42,3998.0
107.405,3997.25
107.405,3996.5
107.385,3999.5
107.4,3998.5
107.405,4001.0
107.4,4003.5
107.45,4003.75
107.405,4007.0
107.405,4007.75
107.395,4010.5
107.395,4009.5
107.39,4009.0
107.4,4008.5
107.415,4009.75
107.42,4011.75
107.395,4012.25
107.4,4012.0
107.395,4014.0
107.4,4010.5
107.38,4011.75
107.38,4011.5
107.34,4008.0
107.345,4010.0
107.32,4012.5
107.34,4012.25
107.33,4012.75
107.31,4014.75
107.325,4013.25
107.345,4015.75
107.35,4016.5
107.375,4017.0
107.355,4022.0
107.36,4020.5
107.355,4023.25
107.375,4023.0
107.35,4021.75
107.395,4022.5
107.39,4025.0
107.39,4024.25
107.385,4022.75
107.4,4023.75
107.41,4021.75
107.405,4022.75
107.38,4021.5
107.37,4022.25
107.455,4025.0
107.49,4022.75
107.47,4023.75
107.455,4023.5
107.44,4024.0
107.425,4025.0
107.415,4026.75
107.37,4024.75
107.365,4025.75
107.37,4023.75
107.4,4025.25
107.405,4024.75
107.41,4024.25
107.42,4022.0
107.39,4022.0
107.36,4022.0
107.36,4020.75
107.385,4021.25
107.38,4022.0
107.45,4022.25
107.47,4023.25
107.465,4024.25
107.425,4022.5
107.46,4019.75
107.445,4018.0
107.45,4016.0
107.45,4014.75
107.4,4012.75
107.4,4015.0
107.365,4015.5
107.375,4015.5
107.375,4016.0
107.385,4017.25
107.395,4014.5
107.415,4013.0
107.385,4012.75
107.43,4012.25
107.45,4013.0
107.445,4014.5
107.465,4015.75
107.485,4015.75
107.505,4014.75
107.49,4016.0
107.485,4015.25
107.465,4015.0
107.48,4013.75
107.49,4010.25
107.475,4002.75
107.47,3999.25
107.485,3996.0
107.51,3992.25
107.5,3987.0
107.505,3983.75
107.5,3980.0
107.515,3984.5
107.53,3982.5
107.53,3973.25
107.545,3979.5
107.535,3979.0
107.525,3977.25
107.5,3978.25
107.51,3973.0
107.525,3980.25
107.495,3979.25
107.5,3982.0
107.52,3978.0
107.51,3976.25
107.545,3973.75
107.535,3971.5
107.535,3976.0
107.53,3975.5
107.6,3975.0
107.61,3979.75
107.66,3979.5
107.675,3981.5
107.67,3980.0
107.695,3980.25
107.71,3983.0
107.69,3986.25
107.695,3988.0
107.71,3985.5
107.665,3986.75
107.66,3988.0
107.64,3990.25
107.64,3988.75
107.615,3988.0
107.65,3991.75
107.645,3994.25
107.63,3997.25
107.665,3997.25
107.665,3998.25
107.67,3995.0
107.725,3996.25
107.73,3994.75
107.755,3995.25
107.755,3996.25
107.715,3996.75
107.715,3999.25
107.72,4001.0
107.71,3999.25
107.71,3999.0
107.715,3998.5
107.715,3999.75
107.71,3999.25
107.725,3997.75
107.745,3997.25
107.725,3996.75
107.735,3999.0
107.715,3996.5
107.71,3991.0
107.685,3993.0
107.715,3994.75
107.75,3990.25
107.795,3992.5
107.74,3990.25
107.685,3993.5
107.675,4001.5
107.685,4004.5
107.74,4006.25
107.745,4009.0
107.795,4010.0
107.785,4009.5
107.795,4010.5
107.765,4009.5
107.745,4010.25
107.76,4008.5
107.755,4009.25
107.71,4009.5
107.71,4009.25
107.715,4010.75
107.715,4010.5
107.72,4009.5
107.705,4009.0
107.68,4011.5
107.68,4011.5
107.685,4010.25
107.71,4009.75
107.705,4008.25
107.685,4007.75
107.7,4006.0
107.68,4009.5
107.675,4010.5
107.675,4015.5
107.66,4017.0
107.68,4014.0
107.695,4013.25
107.655,4014.25
107.66,4012.5
107.695,4013.5
107.68,4013.5
107.715,4014.75
107.71,4014.0
107.725,4014.25
107.725,4012.75
107.72,4014.25
107.745,4015.75
107.745,4013.5
107.75,4012.25
107.755,4012.0
107.77,4013.0
107.77,4011.0
107.78,4007.75
107.77,4001.0
107.755,4003.0
107.77,4007.75
107.78,4008.25
107.785,4011.0
107.78,4007.25
107.795,4008.25
107.79,4011.0
107.715,4012.25
107.71,4012.25
107.71,4014.25
107.72,4010.5
107.725,4010.25
107.715,4010.0
107.71,4011.75
107.695,4010.0
107.695,4011.25
107.665,4008.75
107.7,4008.75
107.68,4010.25
107.665,4012.25
107.705,4012.25
107.68,4012.0
107.665,4012.75
107.68,4011.25
107.685,4012.25
107.7,4010.75
107.705,4012.0
107.69,4012.0
107.69,4013.25
107.72,4010.75
107.705,4010.25
107.71,4013.0
107.69,4011.25
107.68,4014.0
107.675,4015.25
107.665,4016.5
107.685,4017.0
107.71,4017.5
107.685,4015.75
107.685,4018.0
107.685,4016.75
107.67,4017.25
107.66,4018.0
107.675,4018.0
107.68,4014.5
107.675,4006.75
107.69,4012.0
107.69,4010.25
107.665,4006.0
107.675,4006.0
107.67,4005.25
107.65,4005.75
107.64,4005.5
107.645,4004.25
107.645,4007.75
107.65,4007.75
107.645,4008.75
107.665,4009.0
107.655,4006.75
107.645,4006.25
107.645,4005.0
107.65,4004.0
107.635,4004.25
107.62,4006.5
107.61,4006.0
107.63,4003.75
107.635,4000.5
107.65,4001.75
107.655,4004.25
107.665,4005.0
107.66,4003.75
107.7,4002.0
107.675,4002.5
107.69,4001.25
107.75,4005.25
107.745,4005.5
107.735,4003.75
107.765,4008.0
107.755,4009.25
107.76,4007.25
107.775,4009.75
107.76,4009.5
107.775,4009.75
107.785,4011.0
107.78,4010.75
107.78,4012.25
107.775,4013.25
107.75,4012.5
107.76,4011.0
107.745,4011.5
107.76,4010.75
107.775,4010.5
107.805,4010.0
107.785,4012.5
107.8,4013.0
107.77,4011.5
107.745,4009.0
107.75,4008.5
107.765,4006.75
107.765,4007.75
107.755,4009.75
107.73,4009.5
107.71,4009.0
107.725,4007.5
107.735,4006.25
107.75,4003.25
107.72,4003.75
107.74,4002.25
107.71,4003.25
107.715,4009.0
107.69,4008.0
107.695,4005.5
107.695,4005.5
107.73,4011.5
107.73,4011.0
107.725,4013.0
107.725,4014.75
107.71,4018.75
107.7,4019.5
107.7,4020.5
107.71,4019.0
107.715,4018.0
107.72,4022.25
107.74,4025.0
107.745,4024.75
107.745,4024.0
107.745,4025.75
107.735,4025.75
107.715,4026.0
107.715,4025.5
107.73,4025.75
107.7,4025.75
107.68,4025.5
107.685,4025.25
107.71,4027.25
107.715,4027.25
107.71,4027.0
107.73,4026.5
107.735,4028.0
107.75,4027.5
107.74,4027.75
107.7,4027.75
107.69,4027.75
107.685,4027.75
107.675,4027.5
107.68,4027.0
107.695,4027.25
107.675,4026.75
107.66,4026.75
107.665,4026.75
107.67,4027.0
107.66,4026.75
107.67,4026.75
107.66,4026.5
107.645,4026.25
107.63,4026.75
107.63,4026.25
107.625,4026.75
107.63,4026.75
107.615,4026.25
107.61,4026.0
107.595,4026.75
107.605,4026.5
107.605,4026.25
107.605,4026.25
107.595,4027.0
107.615,4027.0
107.65,4027.0
107.64,4026.5
107.66,4027.25
107.655,4026.75
107.64,4027.0
107.635,4027.25
107.62,4026.75
107.655,4026.75
107.665,4027.25
107.665,4027.0
107.665,4027.25
107.665,4026.75
107.655,4026.5
107.63,4027.5
107.61,4027.5
107.6,4026.75
107.61,4025.25
107.635,4025.5
107.635,4025.25
107.645,4025.25
107.65,4024.75
107.595,4025.5
107.595,4025.0
107.595,4025.25
107.56,4025.5
107.565,4025.25
107.58,4025.0
107.575,4025.0
107.565,4025.0
107.57,4025.0
107.605,4025.0
107.61,4025.0
107.61,4024.5
107.605,4023.75
107.63,4023.5
107.64,4023.5
107.64,4023.75
107.625,4024.0
107.63,4023.25
107.65,4023.25
107.665,4023.5
107.67,4023.25
107.68,4023.0
107.67,4022.5
107.655,4022.5
107.65,4022.75
107.635,4023.0
107.595,4022.5
107.61,4023.5
107.61,4023.75
107.625,4023.5
107.62,4023.75
107.625,4024.5
107.625,4025.0
107.585,4025.25
107.595,4024.75
107.575,4024.25
107.595,4024.25
107.615,4024.0
107.58,4024.0
107.55,4024.5
107.555,4025.0
107.575,4024.5
107.585,4024.75
107.585,4024.25
107.6,4024.25
107.6,4024.0
107.65,4024.0
107.665,4024.25
107.675,4024.25
107.65,4024.25
107.64,4024.5
107.63,4024.75
107.655,4025.0
107.685,4025.0
107.675,4025.75
107.66,4025.75
107.65,4026.25
107.665,4026.5
107.615,4026.5
107.61,4026.0
107.595,4026.0
107.6,4026.5
107.58,4026.0
107.59,4026.25
107.58,4025.75
107.585,4026.25
107.57,4026.5
107.58,4026.5
107.55,4026.25
107.5,4026.75
107.505,4026.75
107.55,4027.0
107.535,4027.0
107.555,4028.5
107.565,4028.75
107.56,4028.75
107.6,4028.75
107.6,4028.5
107.59,4028.5
107.605,4028.75
107.62,4028.5
107.62,4028.75
107.61,4028.5
107.645,4028.5
107.64,4028.25
107.64,4027.0
107.64,4027.5
107.59,4027.5
107.58,4027.5
107.615,4027.5
107.635,4027.0
107.68,4026.75
107.67,4027.0
107.69,4027.0
107.665,4026.75
107.66,4026.75
107.655,4026.25
107.655,4026.25
107.64,4026.25
107.625,4026.75
107.59,4026.5
107.6,4026.75
107.615,4027.25
107.64,4028.5
107.6,4028.5
107.575,4027.75
107.605,4027.25
107.615,4027.5
107.63,4027.0
107.625,4026.25
107.6,4026.5
107.595,4026.5
107.61,4026.25
107.625,4026.25
107.68,4025.5
107.69,4026.25
107.725,4027.5
107.72,4026.0
107.715,4025.75
107.725,4028.25
107.745,4028.0
107.74,4028.25
107.745,4027.75
107.745,4028.0
107.74,4029.5
107.745,4030.0
107.775,4029.75
107.77,4031.0
107.78,4030.5
107.75,4031.5
107.76,4032.25
107.745,4032.5
107.74,4032.0
107.75,4031.5
107.7,4031.5
107.71,4031.75
107.705,4031.5
107.715,4030.75
107.735,4031.25
107.745,4030.5
107.715,4030.5
107.71,4031.5
107.68,4032.5
107.69,4034.5
107.685,4034.5
107.68,4035.75
107.71,4036.0
107.705,4035.75
107.72,4036.0
107.705,4036.5
107.69,4036.5
107.705,4035.75
107.73,4036.25
107.73,4036.25
107.72,4036.75
107.72,4036.75
107.735,4037.0
107.735,4037.0
107.745,4037.0
107.745,4036.75
107.755,4036.25
107.73,4036.0
107.765,4036.75
107.755,4037.0
107.715,4037.5
107.72,4037.25
107.725,4037.5
107.73,4037.5
107.755,4036.0
107.745,4036.0
107.745,4035.25
107.74,4035.25
107.745,4035.0
107.755,4035.25
107.75,4034.75
107.745,4033.75
107.755,4033.5
107.76,4033.25
107.76,4033.0
107.78,4033.75
107.785,4034.0
107.78,4034.25
107.775,4034.25
107.79,4033.75
107.8,4033.5
107.8,4033.5
107.83,4034.0
107.8,4033.75
107.79,4033.5
107.785,4033.0
107.78,4033.25
107.84,4034.25
107.835,4034.75
107.815,4035.0
107.81,4035.0
107.81,4034.75
107.81,4034.5
107.795,4033.25
107.805,4033.0
107.79,4033.0
107.775,4032.5
107.78,4031.75
107.79,4031.5
107.8,4031.0
107.79,4030.75
107.815,4029.75
107.84,4029.25
107.845,4028.5
107.85,4029.0
107.895,4029.5
107.86,4029.75
107.875,4029.0
107.875,4029.0
107.87,4029.0
107.83,4030.25
107.85,4031.5
107.87,4030.5
107.865,4030.75
107.87,4030.5
107.84,4030.75
107.855,4030.75
107.83,4031.75
107.82,4031.75
107.795,4031.75
107.795,4032.0
107.78,4033.0
107.79,4032.0
107.785,4031.75
107.785,4031.25
107.765,4030.75
107.78,4031.0
107.78,4031.75
107.78,4030.75
107.77,4032.0
107.775,4031.25
107.775,4031.75
107.765,4031.5
107.77,4032.5
107.78,4032.0
107.79,4032.75
107.785,4032.0
107.79,4032.25
107.795,4031.75
107.81,4032.75
107.83,4033.0
107.81,4034.0
107.82,4034.0
107.81,4034.0
107.8,4034.25
107.81,4033.75
107.795,4034.0
107.785,4033.5
107.785,4033.25
107.78,4033.5
107.78,4034.25
107.755,4034.75
107.735,4034.5
107.735,4034.25
107.73,4034.75
107.71,4034.75
107.705,4035.0
107.705,4035.5
107.695,4035.5
107.69,4036.25
107.69,4036.25
107.71,4037.0
107.705,4036.75
107.705,4036.25
107.7,4035.25
107.7,4034.75
107.705,4035.0
107.705,4035.0
107.74,4035.25
107.74,4035.75
107.735,4035.0
107.72,4035.5
107.75,4035.75
107.755,4035.5
107.755,4035.25
107.76,4034.0
107.785,4032.75
107.78,4033.25
107.775,4033.0
107.755,4033.25
107.765,4033.75
107.725,4033.25
107.73,4033.5
107.715,4033.25
107.715,4033.75
107.72,4033.75
107.75,4033.25
107.75,4033.75
107.745,4033.25
107.745,4033.25
107.735,4033.25
107.76,4033.5
107.765,4033.5
107.785,4034.0
107.775,4032.75
107.76,4033.25
107.78,4032.5
107.77,4032.75
107.775,4032.75
107.765,4033.0
107.77,4033.25
107.775,4033.25
107.775,4033.5
107.77,4032.5
107.77,4033.5
107.715,4033.5
107.725,4033.5
107.725,4033.5
107.715,4034.0
107.7,4034.25
107.7,4034.5
107.695,4034.25
107.705,4033.5
107.7,4034.0
107.705,4034.75
107.705,4034.75
107.7,4035.75
107.705,4036.0
107.69,4036.25
107.685,4035.0
107.685,4035.75
107.695,4034.5
107.685,4034.75
107.68,4034.75
107.68,4035.0
107.675,4034.75
107.69,4034.5
107.695,4035.0
107.7,4034.75
107.71,4035.25
107.68,4035.5
107.695,4036.0
107.68,4035.75
107.66,4035.75
107.665,4035.5
107.66,4034.75
107.685,4034.5
107.675,4035.25
107.68,4034.0
107.655,4034.5
107.66,4034.25
107.68,4034.75
107.685,4035.25
107.705,4035.0
107.69,4035.75
107.71,4036.0
107.705,4036.0
107.715,4035.75
107.71,4035.75
107.72,4036.0
107.72,4036.75
107.725,4037.0
107.71,4036.5
107.705,4036.25
107.7,4037.5
107.705,4037.5
107.715,4037.75
107.71,4037.75
107.7,4037.25
107.71,4037.5
107.715,4038.0
107.72,4038.25
107.71,4038.25
107.735,4038.0
107.73,4037.75
107.715,4038.0
107.71,4037.75
107.705,4037.25
107.68,4037.25
107.7,4037.25
107.715,4037.0
107.74,4037.5
107.735,4037.25
107.73,4037.0
107.735,4036.75
107.74,4036.75
107.735,4036.75
107.735,4037.25
107.73,4037.25
107.745,4036.75
107.745,4037.5
107.735,4037.75
107.74,4037.75
107.73,4037.5
107.73,4038.0
107.74,4038.25
107.75,4038.25
107.74,4038.5
107.75,4039.25
107.77,4039.25
107.79,4039.0
107.785,4038.75
107.78,4039.25
107.765,4039.25
107.745,4039.75
107.74,4039.75
107.75,4040.0
107.755,4041.75
107.76,4041.75
107.74,4042.0
107.745,4042.0
107.74,4041.75
107.745,4041.75
107.75,4041.75
107.745,4041.5
107.755,4041.5
107.755,4042.0
107.755,4041.5
107.74,4041.5
107.735,4041.5
107.715,4041.0
107.71,4040.25
107.715,4039.75
107.69,4040.25
107.685,4040.25
107.675,4040.0
107.665,4040.0
107.685,4038.5
107.68,4038.25
107.685,4038.0
107.685,4037.75
107.705,4038.0
107.705,4038.75
107.73,4038.75
107.73,4038.25
107.745,4039.0
107.74,4039.5
107.74,4039.0
107.75,4039.25
107.725,4038.5
107.725,4038.25
107.715,4038.5
107.72,4038.5
107.725,4038.75
107.725,4038.75
107.73,4039.25
107.74,4039.5
107.745,4039.5
107.745,4039.5
107.745,4040.25
107.74,4038.75
107.72,4038.75
107.73,4037.75
107.72,4037.0
107.74,4036.25
107.725,4036.5
107.725,4036.5
107.735,4036.25
107.74,4036.0
107.735,4037.0
107.74,4037.0
107.735,4037.25
107.735,4038.0
107.74,4037.5
107.735,4037.0
107.715,4037.25
107.705,4037.5
107.59,4037.75
107.59,4038.0
107.585,4036.75
107.57,4036.5
107.57,4037.0
107.555,4036.75
107.535,4036.5
107.535,4036.0
107.515,4035.5
107.515,4035.25
107.54,4036.5
107.53,4036.75
107.5,4033.75
107.49,4033.5
107.485,4033.25
107.51,4032.0
107.515,4032.25
107.5,4032.0
107.5,4032.25
107.5,4032.0
107.485,4032.25
107.505,4031.5
107.495,4031.75
107.48,4032.5
107.46,4032.5
107.44,4032.25
107.445,4032.25
107.45,4033.0
107.48,4032.75
107.46,4033.25
107.455,4033.0
107.46,4032.5
107.44,4033.0
107.45,4033.5
107.46,4033.25
107.445,4033.25
107.44,4032.75
107.465,4032.75
107.46,4032.0
107.465,4032.25
107.485,4031.25
107.495,4031.5
107.49,4030.75
107.51,4031.0
107.49,4030.0
107.495,4028.25
107.495,4028.5
107.51,4028.75
107.53,4029.5
107.55,4028.25
107.555,4029.25
107.53,4030.75
107.54,4029.75
107.525,4029.5
107.505,4029.75
107.5,4029.75
107.5,4030.25
107.515,4030.75
107.505,4031.25
107.505,4031.5
107.52,4031.5
107.515,4031.5
107.515,4031.75
107.51,4032.0
107.5,4032.0
107.47,4031.75
107.48,4031.75
107.485,4031.75
107.485,4032.5
107.485,4033.25
107.485,4033.75
107.47,4033.25
107.455,4035.25
107.445,4036.0
107.44,4036.75
107.45,4037.5
107.465,4037.5
107.46,4041.0
107.46,4043.75
107.46,4043.25
107.485,4042.5
107.485,4040.5
107.485,4042.75
107.47,4045.25
107.475,4045.75
107.485,4046.25
107.48,4048.5
107.49,4048.75
107.485,4047.0
107.5,4047.5
107.51,4047.5
107.525,4046.75
107.52,4048.5
107.5,4047.0
107.505,4048.0
107.51,4047.75
107.515,4047.25
107.5,4049.75
107.51,4050.75
107.495,4052.25
107.505,4052.25
107.505,4052.25
107.515,4050.75
107.51,4049.75
107.485,4049.25
107.485,4047.0
107.485,4046.0
107.48,4044.25
107.455,4045.0
107.455,4046.5
107.465,4044.5
107.445,4045.0
107.43,4044.75
107.445,4045.0
107.47,4044.0
107.46,4044.0
107.46,4042.75
107.46,4044.75
107.45,4044.5
107.45,4043.25
107.455,4045.0
107.455,4044.25
107.46,4043.75
107.455,4042.25
107.475,4042.5
107.46,4042.0
107.465,4042.5
107.47,4042.5
107.475,4044.25
107.455,4043.75
107.44,4043.5
107.445,4044.0
107.455,4043.25
107.435,4042.25
107.44,4043.5
107.465,4043.75
107.46,4044.25
107.465,4046.25
107.47,4045.25
107.48,4044.5
107.47,4044.75
107.45,4046.25
107.455,4045.75
107.455,4046.75
107.46,4047.75
107.48,4048.5
107.48,4048.25
107.475,4049.0
107.48,4051.25
107.48,4052.5
107.475,4052.0
107.47,4053.25
107.47,4054.25
107.48,4053.5
107.495,4053.5
107.495,4054.75
107.49,4054.25
107.495,4054.75
107.485,4054.5
107.5,4055.0
107.5,4055.25
107.495,4055.0
107.52,4055.5
107.495,4055.0
107.525,4053.0
107.5,4053.0
107.5,4052.75
107.505,4054.0
107.51,4053.0
107.52,4052.0
107.51,4051.25
107.505,4050.25
107.495,4051.0
107.5,4051.0
107.5,4053.0
107.5,4053.5
107.515,4053.75
107.515,4055.0
107.505,4054.5
107.51,4055.5
107.515,4055.75
107.51,4055.5
107.505,4055.25
107.485,4056.0
107.495,4055.75
107.5,4055.5
107.485,4055.5
107.485,4055.5
107.5,4056.0
107.5,4056.0
107.5,4056.0
107.505,4056.0
107.495,4055.25
107.495,4054.75
107.49,4053.75
107.485,4055.75
107.48,4055.75
107.475,4056.25
107.485,4054.5
107.49,4053.75
107.475,4053.5
107.485,4055.0
107.49,4056.0
107.495,4055.0
107.51,4056.0
107.51,4055.5
107.495,4055.75
107.525,4055.0
107.515,4054.25
107.515,4054.75
107.505,4054.25
107.545,4053.5
107.53,4055.0
107.53,4055.5
107.535,4055.75
107.53,4055.75
107.515,4055.25
107.525,4055.25
107.53,4054.75
107.53,4054.75
107.53,4054.75
107.545,4055.5
107.55,4054.75
107.565,4054.75
107.57,4055.0
107.57,4054.5
107.56,4054.5
107.575,4053.75
107.585,4054.0
107.58,4054.5
107.58,4055.0
107.59,4055.25
107.595,4056.0
107.6,4055.0
107.625,4055.0
107.62,4053.5
107.62,4052.75
107.635,4052.25
107.64,4052.25
107.63,4052.75
107.63,4052.5
107.615,4051.75
107.61,4051.75
107.61,4051.5
107.61,4051.25
107.595,4050.25
